@RELATION fitness

@ATTRIBUTE attribute_predictions STRING
@ATTRIBUTE objectsFound STRING
@ATTRIBUTE class {fitness}

@DATA
"no horizon, man-made, cloth, natural light, enclosed area, open area, working, vertical components, stressful","beauty_salon",fitness
"no horizon, enclosed area, man-made, shopping, paper, plastic, cluttered space, cloth, aged","bookstore",fitness
"no horizon, man-made, enclosed area, indoor lighting, cloth, competing, socializing, congregating, spectating","?",fitness
"no horizon, enclosed area, cloth, man-made, indoor lighting, warm, working, stressful, natural light","beauty_salon",fitness
"no horizon, man-made, enclosed area, indoor lighting, competing, cloth, metal, sports, glossy","boxing_ring",fitness
"no horizon, man-made, enclosed area, cloth, metal, natural light, working, competing, using tools","gymnasium/indoor",fitness
"man-made, natural light, no horizon, open area, trees, foliage, playing, leaves, grass","volleyball_court/outdoor",fitness
"no horizon, man-made, cloth, enclosed area, working, natural light, stressful, competing, metal","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, competing, metal, working, exercise","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, metal, indoor lighting, glossy, working, transporting, matte","?",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, working, glossy, metal, stressful","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, metal, cloth, indoor lighting, working, competing, using tools","gymnasium/indoor",fitness
"enclosed area, man-made, no horizon, natural light, wood, open area, cloth, reading, dry","beauty_salon",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, competing, stressful, congregating, dry","?",fitness
"no horizon, enclosed area, man-made, metal, working, cloth, indoor lighting, using tools, glossy","gymnasium/indoor",fitness
"natural light, open area, cloth, no horizon, man-made, natural, sunny, far-away horizon, cold","?",fitness
"man-made, no horizon, enclosed area, working, metal, cloth, using tools, indoor lighting, glass","gymnasium/indoor, beauty_salon",fitness
"man-made, enclosed area, no horizon, metal, glossy, cloth, competing, working, indoor lighting","?",fitness
"man-made, natural light, open area, sunny, no horizon, cloth, competing, warm, clouds","?",fitness
"no horizon, natural light, open area, dirt, dry, man-made, dirty, warm, cloth","?",fitness
"no horizon, enclosed area, man-made, cloth, working, metal, indoor lighting, using tools, stressful","jail_cell",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, working, stressful, competing, using tools","martial_arts_gym",fitness
"no horizon, man-made, enclosed area, cloth, metal, working, using tools, stressful, indoor lighting","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, cloth, glass, metal, indoor lighting, wood, glossy","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, metal, indoor lighting, vertical components, competing, glossy","gymnasium/indoor",fitness
"man-made, no horizon, enclosed area, natural light, metal, cloth, competing, working, sports","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, metal, cloth, working, indoor lighting, using tools, vertical components","gymnasium/indoor",fitness
"no horizon, enclosed area, cloth, man-made, working, metal, stressful, indoor lighting, using tools","gymnasium/indoor, beauty_salon",fitness
"enclosed area, no horizon, man-made, wood, cloth, natural light, glossy, warm, indoor lighting","beauty_salon",fitness
"no horizon, enclosed area, man-made, cloth, vertical components, metal, indoor lighting, working, competing","jail_cell",fitness
"no horizon, man-made, enclosed area, cloth, metal, competing, working, sports, natural light","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, working, competing, metal, exercise","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, working, metal, indoor lighting, glossy, stressful","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, metal, glass, glossy, indoor lighting, using tools, working","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, working, indoor lighting, stressful, metal, competing","beauty_salon",fitness
"no horizon, enclosed area, man-made, cloth, working, metal, indoor lighting, glossy, stressful","gymnasium/indoor",fitness
"no horizon, cloth, enclosed area, man-made, working, indoor lighting, competing, stressful, socializing","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, working, indoor lighting, stressful, competing, metal","jail_cell",fitness
"no horizon, man-made, cloth, enclosed area, competing, sports, exercise, natural light, spectating","?",fitness
"man-made, no horizon, cloth, enclosed area, natural light, working, socializing, competing, congregating","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, metal, working, using tools, natural light, stressful","gymnasium/indoor",fitness
"man-made, natural light, no horizon, trees, foliage, open area, leaves, vegetation, metal","kennel/outdoor",fitness
"no horizon, man-made, enclosed area, working, wood, metal, glass, cloth, natural light","?",fitness
"no horizon, man-made, enclosed area, cloth, competing, sports, exercise, metal, indoor lighting","martial_arts_gym",fitness
"no horizon, enclosed area, man-made, cloth, natural light, wood, glossy, competing, exercise","?",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, competing, sports, exercise, glossy","martial_arts_gym, gymnasium/indoor",fitness
"man-made, enclosed area, no horizon, cloth, working, natural light, plastic, matte, open area","?",fitness
"man-made, no horizon, enclosed area, natural light, metal, cloth, glass, vertical components, glossy","gymnasium/indoor",fitness
"no horizon, man-made, cloth, natural light, open area, competing, enclosed area, sports, exercise","?",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, competing, sports, working, spectating","?",fitness
"no horizon, man-made, enclosed area, indoor lighting, cloth, competing, metal, exercise, sports","?",fitness
"man-made, no horizon, metal, enclosed area, working, cloth, using tools, vertical components, natural light","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, competing, exercise, indoor lighting, training, carpet","?",fitness
"no horizon, man-made, enclosed area, metal, cloth, working, using tools, competing, natural light","?",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, metal, vertical components, working, glossy","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, metal, indoor lighting, glossy, working, using tools, transporting","?",fitness
"enclosed area, no horizon, man-made, metal, indoor lighting, glossy, working, glass, wood","bus_interior",fitness
"no horizon, man-made, natural light, wood, enclosed area, cloth, metal, open area, fencing","barndoor",fitness
"no horizon, enclosed area, man-made, indoor lighting, working, glossy, cloth, metal, glass","gymnasium/indoor, beauty_salon",fitness
"man-made, natural light, no horizon, open area, competing, sports, trees, exercise, playing","playground",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, metal, working, competing, glossy","television_studio",fitness
"man-made, no horizon, metal, enclosed area, vertical components, cloth, natural light, competing, using tools","gymnasium/indoor",fitness
"no horizon, natural light, open area, man-made, dry, dirt, dirty, cloth, concrete","archaelogical_excavation",fitness
"no horizon, man-made, enclosed area, cloth, competing, indoor lighting, sports, exercise, glossy","gymnasium/indoor",fitness
"man-made, no horizon, metal, enclosed area, vertical components, cloth, natural light, using tools, competing","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, metal, cloth, glossy, working, indoor lighting, competing","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, glossy, competing, working, sports","television_studio",fitness
"man-made, natural light, no horizon, open area, competing, sports, exercise, playing, grass","playground, volleyball_court/outdoor",fitness
"enclosed area, no horizon, cloth, man-made, indoor lighting, working, glossy, competing, exercise","gymnasium/indoor, martial_arts_gym",fitness
"no horizon, man-made, enclosed area, cloth, natural light, wood, plastic, warm, concrete","?",fitness
"no horizon, man-made, enclosed area, natural light, cloth, wood, working, plastic, concrete","sandbox",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, competing, working, sports, exercise","martial_arts_gym",fitness
"no horizon, man-made, grass, enclosed area, cloth, competing, natural light, sports, playing","office_cubicles",fitness
"man-made, no horizon, enclosed area, metal, cloth, working, natural light, vertical components, competing","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, competing, indoor lighting, working, sports, exercise","martial_arts_gym, gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, working, metal, cloth, glass, using tools, glossy","gymnasium/indoor",fitness
"man-made, no horizon, enclosed area, metal, indoor lighting, glossy, working, matte, cloth","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, wood, cloth, natural light, glossy, warm, dry","beauty_salon",fitness
"no horizon, man-made, enclosed area, cloth, natural light, working, competing, wood, plastic","martial_arts_gym",fitness
"man-made, no horizon, enclosed area, cloth, metal, natural light, glossy, working, indoor lighting","gymnasium/indoor",fitness
"man-made, no horizon, enclosed area, cloth, wood, indoor lighting, natural light, competing, vertical components","?",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, working, metal, competing, glossy","martial_arts_gym",fitness
"man-made, no horizon, enclosed area, cloth, competing, sports, exercise, indoor lighting, natural light","?",fitness
"man-made, no horizon, natural light, cloth, enclosed area, open area, trees, metal, foliage","?",fitness
"no horizon, enclosed area, man-made, cloth, metal, competing, working, sports, using tools","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, working, wood, natural light, glass, indoor lighting","beauty_salon",fitness
"no horizon, enclosed area, man-made, competing, cloth, indoor lighting, glossy, sports, exercise","martial_arts_gym",fitness
"no horizon, enclosed area, man-made, metal, cloth, glossy, natural light, working, glass","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, competing, working, indoor lighting, sports, stressful","martial_arts_gym, boxing_ring",fitness
"no horizon, man-made, enclosed area, cloth, working, competing, metal, indoor lighting, glossy","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, indoor lighting, glossy, cloth, working, competing, metal","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, cloth, indoor lighting, working, metal, glossy, competing","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, competing, natural light, sports, open area, exercise","?",fitness
"no horizon, enclosed area, cloth, competing, man-made, sports, exercise, indoor lighting, warm","martial_arts_gym",fitness
"no horizon, man-made, natural light, cloth, trees, open area, foliage, enclosed area, semi-enclosed area","?",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, working, metal, plastic, glossy","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, working, congregating, socializing, metal","?",fitness
"no horizon, man-made, enclosed area, cloth, natural light, working, metal, competing, exercise","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, indoor lighting, working, metal, competing, glossy","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, glass, metal, working, glossy, vertical components","beauty_salon",fitness
"no horizon, man-made, enclosed area, natural light, cloth, plastic, working, wood, competing","sandbox",fitness
"no horizon, enclosed area, man-made, cloth, working, metal, indoor lighting, competing, stressful","?",fitness
"no horizon, enclosed area, man-made, metal, cloth, competing, indoor lighting, sports, working","jail_cell",fitness
"no horizon, enclosed area, man-made, metal, cloth, competing, glossy, matte, exercise","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, competing, carpet, metal, working","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, metal, working, glossy, stressful","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, metal, working, using tools, plastic, glossy, natural light","amusement_arcade",fitness
"no horizon, man-made, natural light, cloth, competing, open area, sports, exercise, enclosed area","?",fitness
"man-made, natural light, open area, no horizon, cloth, sunny, competing, sports, cold","?",fitness
"no horizon, man-made, enclosed area, natural light, indoor lighting, open area, cloth, moist, glossy","?",fitness
"no horizon, man-made, cloth, natural light, enclosed area, indoor lighting, open area, cold, touring","arena/performance",fitness
"no horizon, enclosed area, man-made, cloth, working, indoor lighting, paper, stressful, medical activity","?",fitness
"man-made, no horizon, natural light, open area, cloth, competing, enclosed area, spectating, congregating","?",fitness
"cloth, natural light, man-made, open area, no horizon, enclosed area, working, sunny, stressful","beauty_salon",fitness
"no horizon, enclosed area, man-made, cloth, working, indoor lighting, metal, glossy, stressful","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, indoor lighting, working, metal, glossy, competing, exercise","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, competing, indoor lighting, exercise, sports, glossy","martial_arts_gym",fitness
"no horizon, man-made, enclosed area, cloth, competing, sports, working, metal, exercise","gymnasium/indoor",fitness
"man-made, no horizon, enclosed area, metal, cloth, natural light, working, open area, indoor lighting","gymnasium/indoor",fitness
"no horizon, man-made, metal, enclosed area, cloth, vertical components, natural light, working, competing","gymnasium/indoor, jail_cell",fitness
"no horizon, enclosed area, man-made, cloth, competing, working, sports, exercise, glossy","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, indoor lighting, glossy, metal, competing, exercise, sports","martial_arts_gym, gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, working, metal, cloth, natural light, glass, glossy","gymnasium/indoor, beauty_salon",fitness
"no horizon, man-made, enclosed area, cloth, natural light, open area, warm, sunny, competing","?",fitness
"natural light, open area, man-made, sunny, clouds, grass, metal, vegetation, far-away horizon","playground, water_park",fitness
"no horizon, man-made, cloth, enclosed area, working, indoor lighting, metal, competing, stressful","gymnasium/indoor, martial_arts_gym",fitness
"no horizon, man-made, enclosed area, metal, cloth, working, vertical components, using tools, competing","gymnasium/indoor",fitness
"man-made, no horizon, enclosed area, cloth, metal, indoor lighting, working, competing, vertical components","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, working, indoor lighting, stressful, competing, metal","?",fitness
"man-made, no horizon, enclosed area, metal, working, cloth, glossy, natural light, using tools","gymnasium/indoor",fitness
"man-made, no horizon, cloth, enclosed area, metal, working, competing, exercise, sports","martial_arts_gym",fitness
"no horizon, man-made, enclosed area, working, cloth, metal, indoor lighting, glossy, stressful","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, metal, working, cloth, indoor lighting, matte, using tools","gymnasium/indoor",fitness
"natural light, open area, man-made, trees, foliage, sunny, leaves, vegetation, no horizon","playground",fitness
"man-made, natural light, no horizon, open area, competing, playing, sports, exercise, trees","playground",fitness
"no horizon, enclosed area, man-made, metal, working, indoor lighting, cloth, glossy, exercise","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, indoor lighting, working, cloth, metal, glossy, plastic","gymnasium/indoor",fitness
"no horizon, enclosed area, cloth, man-made, working, stressful, indoor lighting, training, using tools","?",fitness
"natural light, open area, man-made, cloth, no horizon, sunny, competing, plastic, playing","?",fitness
"man-made, no horizon, enclosed area, metal, natural light, glossy, glass, vertical components, using tools","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, indoor lighting, working, metal, cloth, glossy, using tools","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, indoor lighting, competing, cloth, glossy, exercise, sports","gymnasium/indoor",fitness
"natural light, man-made, open area, no horizon, trees, foliage, leaves, vegetation, grass","kennel/outdoor",fitness
"man-made, no horizon, natural light, wood, open area, metal, cloth, vertical components, fencing","barndoor",fitness
"enclosed area, no horizon, man-made, working, indoor lighting, metal, cloth, glossy, using tools","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, indoor lighting, metal, working, cloth, glossy, using tools","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, competing, sports, indoor lighting, exercise, stressful","martial_arts_gym",fitness
"man-made, no horizon, enclosed area, metal, cloth, natural light, working, open area, using tools","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, metal, glossy, competing, indoor lighting, working, transporting","?",fitness
"natural light, open area, foliage, trees, man-made, leaves, vegetation, no horizon, sunny","volleyball_court/outdoor",fitness
"no horizon, enclosed area, man-made, cloth, working, metal, indoor lighting, competing, wood","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, cloth, indoor lighting, competing, sports, working, exercise","martial_arts_gym",fitness
"enclosed area, no horizon, man-made, working, metal, cloth, indoor lighting, using tools, glass","gymnasium/indoor, beauty_salon",fitness
"man-made, no horizon, metal, enclosed area, working, using tools, glossy, plastic, competing","amusement_arcade",fitness
"no horizon, man-made, enclosed area, cloth, natural light, working, metal, indoor lighting, glass","beauty_salon, gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, competing, cloth, sports, exercise, indoor lighting, metal","gymnasium/indoor, martial_arts_gym",fitness
"no horizon, enclosed area, man-made, cloth, working, indoor lighting, metal, using tools, stressful","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, working, metal, cloth, using tools, natural light, competing","gymnasium/indoor, martial_arts_gym",fitness
"no horizon, man-made, enclosed area, cloth, competing, indoor lighting, sports, exercise, natural light","?",fitness
"open area, swimming, natural light, no horizon, diving, boating, still water, natural, ocean","?",fitness
"no horizon, man-made, enclosed area, cloth, indoor lighting, competing, spectating, sports, socializing","?",fitness
"no horizon, man-made, enclosed area, competing, sports, metal, indoor lighting, cloth, exercise","boxing_ring",fitness
"no horizon, man-made, enclosed area, cloth, indoor lighting, competing, working, glossy, spectating","arena/performance, stage/outdoor",fitness
"no horizon, man-made, enclosed area, indoor lighting, cloth, metal, plastic, cluttered space, glossy","?",fitness
"no horizon, man-made, enclosed area, cloth, working, natural light, open area, stressful, paper","booth/indoor",fitness
"no horizon, man-made, enclosed area, cloth, working, natural light, indoor lighting, competing, glossy","?",fitness
"no horizon, man-made, enclosed area, aged, cloth, natural light, dirty, rock, stressful","?",fitness
"enclosed area, man-made, no horizon, cloth, competing, natural light, indoor lighting, sports, matte","?",fitness
"no horizon, man-made, enclosed area, cloth, indoor lighting, competing, working, sports, exercise","?",fitness
"no horizon, man-made, enclosed area, cloth, natural light, wood, plastic, concrete, warm","?",fitness
"natural light, open area, man-made, sunny, clouds, no horizon, vegetation, foliage, grass","?",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, competing, working, metal, sports","martial_arts_gym, boxing_ring",fitness
"no horizon, man-made, enclosed area, working, cloth, metal, using tools, stressful, competing","gymnasium/indoor, martial_arts_gym",fitness
"enclosed area, no horizon, man-made, cloth, indoor lighting, working, metal, competing, glossy","gymnasium/indoor",fitness
"man-made, natural light, no horizon, open area, competing, sports, grass, vertical components, trees","kennel/outdoor, playground",fitness
"no horizon, man-made, enclosed area, cloth, indoor lighting, competing, sports, exercise, glossy","martial_arts_gym",fitness
"enclosed area, no horizon, man-made, metal, indoor lighting, glossy, working, glass, using tools","bus_interior",fitness
"no horizon, man-made, enclosed area, indoor lighting, cloth, working, vertical components, metal, glossy","?",fitness
"man-made, no horizon, enclosed area, cloth, natural light, glass, metal, vertical components, working","?",fitness
"no horizon, enclosed area, man-made, indoor lighting, working, cloth, competing, metal, stressful","?",fitness
"no horizon, enclosed area, man-made, cloth, metal, indoor lighting, working, competing, stressful","?",fitness
"enclosed area, no horizon, man-made, cloth, glass, indoor lighting, metal, glossy, wood","gymnasium/indoor",fitness
"man-made, no horizon, natural light, enclosed area, metal, working, concrete, transporting, asphalt","?",fitness
"no horizon, man-made, enclosed area, cloth, working, metal, indoor lighting, natural light, glossy","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, indoor lighting, glossy, cloth, working, metal, competing","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, competing, sports, exercise, working","martial_arts_gym",fitness
"natural light, open area, foliage, trees, vegetation, leaves, sunny, man-made, grass","playground",fitness
"no horizon, enclosed area, man-made, cloth, working, indoor lighting, competing, sports, stressful","?",fitness
"no horizon, enclosed area, man-made, wood, cloth, natural light, dry, glossy, warm","beauty_salon",fitness
"no horizon, enclosed area, man-made, cloth, working, metal, competing, stressful, indoor lighting","gymnasium/indoor",fitness
"man-made, natural light, open area, no horizon, sunny, cloth, competing, asphalt, driving","?",fitness
"no horizon, enclosed area, cloth, man-made, competing, sports, working, exercise, indoor lighting","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, metal, working, using tools, indoor lighting, natural light","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, metal, working, vertical components, glossy","jail_cell",fitness
"man-made, no horizon, enclosed area, metal, competing, vertical components, indoor lighting, sports, natural light","playground",fitness
"no horizon, man-made, enclosed area, metal, cloth, natural light, glass, working, glossy","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, wood, metal, cloth, competing, exercise, indoor lighting","gymnasium/indoor",fitness
"man-made, no horizon, natural light, cloth, competing, enclosed area, sports, open area, exercise","martial_arts_gym",fitness
"no horizon, enclosed area, man-made, cloth, working, competing, metal, indoor lighting, stressful","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, cloth, indoor lighting, metal, working, glossy, vertical components","jail_cell",fitness
"enclosed area, no horizon, man-made, cloth, competing, indoor lighting, sports, working, exercise","boxing_ring",fitness
"no horizon, man-made, enclosed area, wood, cloth, natural light, glass, reading, soothing","sauna",fitness
"no horizon, man-made, enclosed area, indoor lighting, metal, competing, working, exercise, cloth","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, indoor lighting, glossy, cloth, working, metal, glass","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, competing, working, sports, glossy","martial_arts_gym",fitness
"no horizon, man-made, enclosed area, cloth, wood, natural light, competing, indoor lighting, warm","martial_arts_gym",fitness
"enclosed area, no horizon, man-made, indoor lighting, cloth, working, glossy, metal, stressful","gymnasium/indoor",fitness
"natural light, open area, man-made, grass, vegetation, foliage, trees, leaves, sunny","?",fitness
"natural light, open area, man-made, grass, vegetation, foliage, trees, leaves, sunny","playground",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, competing, working, wood, metal","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, working, competing, metal, glossy","?",fitness
"no horizon, man-made, enclosed area, cloth, metal, vertical components, natural light, working, competing","gymnasium/indoor, jail_cell",fitness
"no horizon, man-made, enclosed area, cloth, competing, indoor lighting, working, sports, exercise","martial_arts_gym, boxing_ring",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, working, glossy, metal, carpet","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, competing, sports, exercise, glossy","gymnasium/indoor, martial_arts_gym",fitness
"no horizon, man-made, enclosed area, metal, working, indoor lighting, cloth, glossy, using tools","server_room, gymnasium/indoor",fitness
"man-made, no horizon, enclosed area, cloth, metal, competing, exercise, working, natural light","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, competing, exercise, sports, indoor lighting, carpet","?",fitness
"no horizon, enclosed area, man-made, cloth, competing, working, indoor lighting, sports, exercise","gymnasium/indoor, locker_room",fitness
"no horizon, natural light, man-made, open area, cloth, dry, competing, dirty, exercise","?",fitness
"natural light, open area, foliage, trees, leaves, vegetation, man-made, sunny, grass","playground",fitness
"man-made, natural light, open area, no horizon, trees, foliage, playing, grass, competing","volleyball_court/outdoor",fitness
"enclosed area, no horizon, man-made, indoor lighting, cloth, glossy, competing, exercise, sports","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, indoor lighting, glossy, working, cloth, glass, metal","beauty_salon, gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, working, natural light, indoor lighting, stressful, competing","?",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, working, glossy, socializing, congregating","gymnasium/indoor",fitness
"open area, natural light, man-made, cloth, far-away horizon, sunny, competing, sports, exercise","?",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, competing, glossy, exercise, sports","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, indoor lighting, cloth, glossy, competing, working, stressful","?",fitness
"no horizon, enclosed area, man-made, cloth, wood, metal, working, competing, exercise","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, metal, working, vertical components, glossy","jail_cell",fitness
"no horizon, man-made, enclosed area, indoor lighting, metal, glossy, working, cloth, matte","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, competing, working, indoor lighting, metal, sports","boxing_ring",fitness
"no horizon, enclosed area, man-made, competing, plastic, cloth, indoor lighting, sports, matte","playroom",fitness
"no horizon, man-made, cloth, enclosed area, natural light, indoor lighting, aged, working, open area","?",fitness
"no horizon, man-made, cloth, natural light, open area, enclosed area, competing, indoor lighting, sunny","booth/indoor",fitness
"no horizon, competing, man-made, indoor lighting, sports, spectating, enclosed area, cloth, exercise","arena/performance",fitness
"man-made, natural light, open area, no horizon, cloth, sunny, competing, enclosed area, far-away horizon","booth/indoor",fitness
"no horizon, enclosed area, man-made, cloth, competing, sports, working, indoor lighting, stressful","?",fitness
"no horizon, man-made, enclosed area, cloth, natural light, spectating, indoor lighting, competing, congregating","arena/performance",fitness
"no horizon, man-made, enclosed area, cloth, open area, indoor lighting, natural light, competing, stressful","arena/performance",fitness
"no horizon, cloth, man-made, enclosed area, competing, warm, sports, working, indoor lighting","beauty_salon",fitness
"no horizon, man-made, natural light, enclosed area, cloth, open area, trees, foliage, vertical components","?",fitness
"man-made, natural light, no horizon, trees, open area, foliage, leaves, vegetation, vertical components","kennel/outdoor",fitness
"man-made, no horizon, natural light, cloth, open area, enclosed area, sunny, warm, working","?",fitness
"cloth, no horizon, man-made, enclosed area, natural light, open area, working, competing, stressful","booth/indoor",fitness
"no horizon, man-made, enclosed area, indoor lighting, cloth, grass, open area, foliage, natural light","music_studio",fitness
"man-made, no horizon, cloth, natural light, enclosed area, working, open area, stressful, competing","?",fitness
"no horizon, man-made, cloth, enclosed area, natural light, competing, exercise, sports, asphalt","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, indoor lighting, plastic, competing, natural light, shopping","booth/indoor",fitness
"enclosed area, no horizon, man-made, indoor lighting, glossy, metal, cloth, working, competing","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, metal, cloth, competing, exercise, vertical components, sports","gymnasium/indoor",fitness
"man-made, no horizon, enclosed area, cloth, metal, working, indoor lighting, using tools, competing","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, competing, cloth, sports, indoor lighting, glossy, exercise","boxing_ring, gymnasium/indoor",fitness
"natural light, open area, man-made, sunny, far-away horizon, clouds, cloth, grass, warm","?",fitness
"no horizon, enclosed area, man-made, cloth, competing, exercise, sports, indoor lighting, stressful","martial_arts_gym",fitness
"no horizon, man-made, enclosed area, cloth, metal, working, natural light, using tools, competing","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, metal, indoor lighting, cloth, working, glossy, using tools","gymnasium/indoor",fitness
"no horizon, natural light, man-made, open area, dirty, dry, dirt, aged, concrete","?",fitness
"no horizon, man-made, enclosed area, cloth, indoor lighting, competing, stressful, working, driving","?",fitness
"no horizon, man-made, enclosed area, indoor lighting, glossy, working, metal, cloth, socializing","?",fitness
"man-made, natural light, open area, sunny, clouds, wood, far-away horizon, no horizon, warm","?",fitness
"man-made, no horizon, enclosed area, vertical components, metal, competing, cloth, sports, indoor lighting","?",fitness
"no horizon, enclosed area, man-made, cloth, metal, working, natural light, using tools, stressful","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, glossy, competing, sports, exercise","martial_arts_gym, television_studio",fitness
"enclosed area, no horizon, man-made, indoor lighting, glossy, metal, cloth, working, competing","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, metal, vertical components, indoor lighting, working, using tools, glossy","server_room",fitness
"no horizon, cloth, man-made, enclosed area, working, socializing, indoor lighting, congregating, stressful","beauty_salon",fitness
"man-made, no horizon, metal, enclosed area, vertical components, cloth, natural light, competing, exercise","gymnasium/indoor",fitness
"man-made, natural light, open area, no horizon, trees, foliage, playing, grass, competing","volleyball_court/outdoor",fitness
"no horizon, man-made, natural light, cloth, enclosed area, wood, glass, competing, open area","martial_arts_gym",fitness
"no horizon, enclosed area, man-made, cloth, competing, indoor lighting, glossy, matte, sports","gymnasium/indoor",fitness
"no horizon, enclosed area, cloth, man-made, competing, working, indoor lighting, exercise, sports","gymnasium/indoor, martial_arts_gym",fitness
"man-made, no horizon, enclosed area, natural light, cloth, metal, competing, working, open area","gymnasium/indoor",fitness
"enclosed area, man-made, no horizon, natural light, wood, reading, open area, far-away horizon, dry","beauty_salon",fitness
"natural light, open area, foliage, trees, leaves, vegetation, man-made, sunny, no horizon","volleyball_court/outdoor",fitness
